"StichtagDatJahr","QuarSort","QuarCd","QuarLang","SteuerTarifSort","SteuerTarifCd","SteuerTarifLang","SteuerEinkommen_p50","SteuerEinkommen_p25","SteuerEinkommen_p75"
2007,122,"122","Schwamendingen-Mitte",2,"02","Einelternfamilientarif",27,6,41.6
2007,123,"123","Hirzenbach",0,"00","Grundtarif",30.25,15,44.7
2007,123,"123","Hirzenbach",1,"01","Verheiratetentarif",57.7,39.4,75.6
2007,123,"123","Hirzenbach",2,"02","Einelternfamilientarif",29.7,10,45.3
2008,11,"011","Rathaus",0,"00","Grundtarif",49.3,20.6,86
2008,11,"011","Rathaus",1,"01","Verheiratetentarif",118.65,69.5,182.65
2008,11,"011","Rathaus",2,"02","Einelternfamilientarif",43.65,23.95,83.8
2008,12,"012","Hochschulen",0,"00","Grundtarif",39,16.9,73.8
2008,12,"012","Hochschulen",1,"01","Verheiratetentarif",118.25,59.9,259.8
2008,12,"012","Hochschulen",2,"02","Einelternfamilientarif",,,
2008,13,"013","Lindenhof",0,"00","Grundtarif",56.35,22.8,105.05
2008,13,"013","Lindenhof",1,"01","Verheiratetentarif",130.85,90.3,209.85
2008,13,"013","Lindenhof",2,"02","Einelternfamilientarif",,,
2008,14,"014","City",0,"00","Grundtarif",41.8,12.1,89
2008,14,"014","City",1,"01","Verheiratetentarif",87,55.4,131.9
2008,14,"014","City",2,"02","Einelternfamilientarif",52,35.3,93.5
2008,21,"021","Wollishofen",0,"00","Grundtarif",42.2,20.9,66.3
2008,21,"021","Wollishofen",1,"01","Verheiratetentarif",80.95,55.95,125.75
2008,21,"021","Wollishofen",2,"02","Einelternfamilientarif",43.6,25.8,65.5
2008,23,"023","Leimbach",0,"00","Grundtarif",38.4,20.6,58.4
2008,23,"023","Leimbach",1,"01","Verheiratetentarif",74.25,49.45,104.9
2008,23,"023","Leimbach",2,"02","Einelternfamilientarif",44.7,17.1,64.2
2008,24,"024","Enge",0,"00","Grundtarif",55.1,26.4,90.2
2008,24,"024","Enge",1,"01","Verheiratetentarif",113.6,66.4,190.1
2008,24,"024","Enge",2,"02","Einelternfamilientarif",52.25,25.9,92.9
2008,31,"031","Alt-Wiedikon",0,"00","Grundtarif",47.7,24.5,71.6
2008,31,"031","Alt-Wiedikon",1,"01","Verheiratetentarif",73.8,43.2,116.3
2008,31,"031","Alt-Wiedikon",2,"02","Einelternfamilientarif",46.1,22,71.1
2008,33,"033","Friesenberg",0,"00","Grundtarif",30.45,10.8,51
2008,33,"033","Friesenberg",1,"01","Verheiratetentarif",65.9,47.6,92.9
2008,33,"033","Friesenberg",2,"02","Einelternfamilientarif",38.4,24.6,52.9
2008,34,"034","Sihlfeld",0,"00","Grundtarif",39.8,20,60
2008,34,"034","Sihlfeld",1,"01","Verheiratetentarif",58.85,37.3,81.3
2008,34,"034","Sihlfeld",2,"02","Einelternfamilientarif",33.1,17,49.1
2008,41,"041","Werd",0,"00","Grundtarif",44.5,21.5,70.9
2008,41,"041","Werd",1,"01","Verheiratetentarif",61.3,33.1,100
2008,41,"041","Werd",2,"02","Einelternfamilientarif",37.8,20,62.4
2008,42,"042","Langstrasse",0,"00","Grundtarif",38.8,18.2,62.8
2008,42,"042","Langstrasse",1,"01","Verheiratetentarif",52.55,32.6,83.6
2008,42,"042","Langstrasse",2,"02","Einelternfamilientarif",33.6,11.45,55.25
2008,44,"044","Hard",0,"00","Grundtarif",32.7,17,50
2008,44,"044","Hard",1,"01","Verheiratetentarif",52.7,36,71.85
2008,44,"044","Hard",2,"02","Einelternfamilientarif",27.8,14.3,41
2008,51,"051","Gewerbeschule",0,"00","Grundtarif",41.9,20.65,64
2008,51,"051","Gewerbeschule",1,"01","Verheiratetentarif",59.2,38.45,84.6
2008,51,"051","Gewerbeschule",2,"02","Einelternfamilientarif",36.6,13.9,60
2008,52,"052","Escher Wyss",0,"00","Grundtarif",55.95,32,83.4
2008,52,"052","Escher Wyss",1,"01","Verheiratetentarif",80.05,51.2,130.5
2008,52,"052","Escher Wyss",2,"02","Einelternfamilientarif",58.3,31.4,84.3
2008,61,"061","Unterstrass",0,"00","Grundtarif",46,22.6,70.1
2008,61,"061","Unterstrass",1,"01","Verheiratetentarif",77.25,52,117.6
2008,61,"061","Unterstrass",2,"02","Einelternfamilientarif",43.5,25.95,64.8
2008,63,"063","Oberstrass",0,"00","Grundtarif",52.2,24,85.9
2008,63,"063","Oberstrass",1,"01","Verheiratetentarif",121.4,76.05,199.9
2008,63,"063","Oberstrass",2,"02","Einelternfamilientarif",64.55,39.6,107.4
2008,71,"071","Fluntern",0,"00","Grundtarif",59.6,21.8,101.2
2008,71,"071","Fluntern",1,"01","Verheiratetentarif",153.6,89.3,275.5
2008,71,"071","Fluntern",2,"02","Einelternfamilientarif",75.3,47.6,126.6
2008,72,"072","Hottingen",0,"00","Grundtarif",52.3,22,90
2008,72,"072","Hottingen",1,"01","Verheiratetentarif",131.65,77.45,231.3
2008,72,"072","Hottingen",2,"02","Einelternfamilientarif",64.3,39.5,109.4
2008,73,"073","Hirslanden",0,"00","Grundtarif",47,22.3,75.8
2008,73,"073","Hirslanden",1,"01","Verheiratetentarif",104.2,64.4,175.2
2008,73,"073","Hirslanden",2,"02","Einelternfamilientarif",52.9,33.6,84.7
2008,74,"074","Witikon",0,"00","Grundtarif",45.6,20.6,74.7
2008,74,"074","Witikon",1,"01","Verheiratetentarif",101.85,67.1,158.6
2008,74,"074","Witikon",2,"02","Einelternfamilientarif",60.45,36.6,91.1
2008,81,"081","Seefeld",0,"00","Grundtarif",57.8,29.8,94.3
2008,81,"081","Seefeld",1,"01","Verheiratetentarif",109.5,62.2,175.8
2008,81,"081","Seefeld",2,"02","Einelternfamilientarif",51.7,32.1,89.4
2008,82,"082","Mühlebach",0,"00","Grundtarif",51.9,24.6,85.4
2008,82,"082","Mühlebach",1,"01","Verheiratetentarif",101.9,64.8,171.1
2008,82,"082","Mühlebach",2,"02","Einelternfamilientarif",50.7,30.8,75.9
2008,83,"083","Weinegg",0,"00","Grundtarif",46.85,18.3,74.55
2008,83,"083","Weinegg",1,"01","Verheiratetentarif",100.7,67.7,169.9
2008,83,"083","Weinegg",2,"02","Einelternfamilientarif",48,32.8,78.3
2008,91,"091","Albisrieden",0,"00","Grundtarif",40.7,22.1,61.4
2008,91,"091","Albisrieden",1,"01","Verheiratetentarif",70.9,50,102.05
2008,91,"091","Albisrieden",2,"02","Einelternfamilientarif",44.4,26.6,64.9
2008,92,"092","Altstetten",0,"00","Grundtarif",39.6,20,58.5
2008,92,"092","Altstetten",1,"01","Verheiratetentarif",63.8,44.3,87.65
2008,92,"092","Altstetten",2,"02","Einelternfamilientarif",34.8,18.4,50.2
2008,101,"101","Höngg",0,"00","Grundtarif",48.3,24.9,73.2
2008,101,"101","Höngg",1,"01","Verheiratetentarif",88.4,60.5,131.8
2008,101,"101","Höngg",2,"02","Einelternfamilientarif",46.3,26.2,68
2008,102,"102","Wipkingen",0,"00","Grundtarif",43.7,22.5,66
2008,102,"102","Wipkingen",1,"01","Verheiratetentarif",69,47.1,102.1
2008,102,"102","Wipkingen",2,"02","Einelternfamilientarif",44.45,25.9,64.4
2008,111,"111","Affoltern",0,"00","Grundtarif",38.1,19.9,57.3
2008,111,"111","Affoltern",1,"01","Verheiratetentarif",67.2,46.5,92.7
2008,111,"111","Affoltern",2,"02","Einelternfamilientarif",36.1,19.2,54.5
2008,115,"115","Oerlikon",0,"00","Grundtarif",44.5,21.8,68.2
2008,115,"115","Oerlikon",1,"01","Verheiratetentarif",76,49.1,113.7
2008,115,"115","Oerlikon",2,"02","Einelternfamilientarif",44.3,24,65.3
2008,119,"119","Seebach",0,"00","Grundtarif",37.7,18.9,58
2008,119,"119","Seebach",1,"01","Verheiratetentarif",63.1,41.8,87.7
2008,119,"119","Seebach",2,"02","Einelternfamilientarif",34.4,15,50.7
2008,121,"121","Saatlen",0,"00","Grundtarif",32.2,15,49.3
2008,121,"121","Saatlen",1,"01","Verheiratetentarif",59.2,40.3,79.7
2008,121,"121","Saatlen",2,"02","Einelternfamilientarif",30.6,18.5,46.4
2008,122,"122","Schwamendingen-Mitte",0,"00","Grundtarif",32.7,17,49.9
2008,122,"122","Schwamendingen-Mitte",1,"01","Verheiratetentarif",56.6,38.3,79
2008,122,"122","Schwamendingen-Mitte",2,"02","Einelternfamilientarif",25.75,4,40.2
2008,123,"123","Hirzenbach",0,"00","Grundtarif",30.5,14.9,45.9
2008,123,"123","Hirzenbach",1,"01","Verheiratetentarif",58.6,39.8,78.1
2008,123,"123","Hirzenbach",2,"02","Einelternfamilientarif",30,13.6,44.9
2009,11,"011","Rathaus",0,"00","Grundtarif",49.3,21.35,85.2
2009,11,"011","Rathaus",1,"01","Verheiratetentarif",115.05,70.9,179.9
2009,11,"011","Rathaus",2,"02","Einelternfamilientarif",50.8,30.2,87.6
2009,12,"012","Hochschulen",0,"00","Grundtarif",39.4,17.6,70
2009,12,"012","Hochschulen",1,"01","Verheiratetentarif",127.4,63.3,239.3
2009,12,"012","Hochschulen",2,"02","Einelternfamilientarif",,,
2009,13,"013","Lindenhof",0,"00","Grundtarif",56.8,23.7,104.6
2009,13,"013","Lindenhof",1,"01","Verheiratetentarif",130.5,90.6,224
2009,13,"013","Lindenhof",2,"02","Einelternfamilientarif",,,
2009,14,"014","City",0,"00","Grundtarif",41.25,9.95,96.1
2009,14,"014","City",1,"01","Verheiratetentarif",116.8,51,169
2009,14,"014","City",2,"02","Einelternfamilientarif",,,
2009,21,"021","Wollishofen",0,"00","Grundtarif",42.7,20.3,67.2
2009,21,"021","Wollishofen",1,"01","Verheiratetentarif",84.25,56.8,128.3
2009,21,"021","Wollishofen",2,"02","Einelternfamilientarif",43.9,25.2,63.9
2009,23,"023","Leimbach",0,"00","Grundtarif",37.7,20,57.7
2009,23,"023","Leimbach",1,"01","Verheiratetentarif",77.45,51.25,107.2
2009,23,"023","Leimbach",2,"02","Einelternfamilientarif",41.35,20.1,65.45
2009,24,"024","Enge",0,"00","Grundtarif",55.2,25.6,90.1
2009,24,"024","Enge",1,"01","Verheiratetentarif",113.4,68,185.7
2009,24,"024","Enge",2,"02","Einelternfamilientarif",51.75,33.25,84.25
2009,31,"031","Alt-Wiedikon",0,"00","Grundtarif",48.8,25.4,72.9
2009,31,"031","Alt-Wiedikon",1,"01","Verheiratetentarif",76.7,47.3,123.7
2009,31,"031","Alt-Wiedikon",2,"02","Einelternfamilientarif",49.8,25.1,76.1
2009,33,"033","Friesenberg",0,"00","Grundtarif",31.4,11,52.7
2009,33,"033","Friesenberg",1,"01","Verheiratetentarif",68.4,47.5,94.6
2009,33,"033","Friesenberg",2,"02","Einelternfamilientarif",39.8,24.2,56.7
2009,34,"034","Sihlfeld",0,"00","Grundtarif",40.3,20.4,61.45
2009,34,"034","Sihlfeld",1,"01","Verheiratetentarif",59.4,38,82.1
2009,34,"034","Sihlfeld",2,"02","Einelternfamilientarif",33.8,14.8,51.3
2009,41,"041","Werd",0,"00","Grundtarif",45,22.7,72.8
2009,41,"041","Werd",1,"01","Verheiratetentarif",63.1,38,106.4
2009,41,"041","Werd",2,"02","Einelternfamilientarif",39.75,16.35,63.4
2009,42,"042","Langstrasse",0,"00","Grundtarif",39.2,17.3,63.7
2009,42,"042","Langstrasse",1,"01","Verheiratetentarif",54.8,33.7,85.9
2009,42,"042","Langstrasse",2,"02","Einelternfamilientarif",36.45,13.5,58.2
2009,44,"044","Hard",0,"00","Grundtarif",32.6,17,50.6
2009,44,"044","Hard",1,"01","Verheiratetentarif",54,36.6,73.4
2009,44,"044","Hard",2,"02","Einelternfamilientarif",29.8,12.3,45.6
2009,51,"051","Gewerbeschule",0,"00","Grundtarif",41.3,20,65.1
2009,51,"051","Gewerbeschule",1,"01","Verheiratetentarif",60.05,39.1,85.75
2009,51,"051","Gewerbeschule",2,"02","Einelternfamilientarif",41.6,20,60.7
2009,52,"052","Escher Wyss",0,"00","Grundtarif",55.5,29.6,84.7
2009,52,"052","Escher Wyss",1,"01","Verheiratetentarif",89.6,55.8,136.4
2009,52,"052","Escher Wyss",2,"02","Einelternfamilientarif",50.2,30,85.2
2009,61,"061","Unterstrass",0,"00","Grundtarif",46.15,22.6,71.1
2009,61,"061","Unterstrass",1,"01","Verheiratetentarif",80.25,53.9,121.6
2009,61,"061","Unterstrass",2,"02","Einelternfamilientarif",43,26.3,68.8
2009,63,"063","Oberstrass",0,"00","Grundtarif",52.1,24.4,85.85
2009,63,"063","Oberstrass",1,"01","Verheiratetentarif",127.5,79.9,199.4
2009,63,"063","Oberstrass",2,"02","Einelternfamilientarif",64.7,39.5,111.7
2009,71,"071","Fluntern",0,"00","Grundtarif",56.9,19.8,99.4
2009,71,"071","Fluntern",1,"01","Verheiratetentarif",154.65,95,257.3
2009,71,"071","Fluntern",2,"02","Einelternfamilientarif",76.9,42.5,124.6
2009,72,"072","Hottingen",0,"00","Grundtarif",51.1,21.4,89.5
2009,72,"072","Hottingen",1,"01","Verheiratetentarif",133,77.1,235.1
2009,72,"072","Hottingen",2,"02","Einelternfamilientarif",68.7,37,114.5
2009,73,"073","Hirslanden",0,"00","Grundtarif",46.6,21.9,75.6
2009,73,"073","Hirslanden",1,"01","Verheiratetentarif",109.55,67.6,182.4
2009,73,"073","Hirslanden",2,"02","Einelternfamilientarif",57.3,35.4,84.4
2009,74,"074","Witikon",0,"00","Grundtarif",47.25,21.2,75.3
2009,74,"074","Witikon",1,"01","Verheiratetentarif",103.95,68.75,158.4
2009,74,"074","Witikon",2,"02","Einelternfamilientarif",63.3,35.4,98.3
2009,81,"081","Seefeld",0,"00","Grundtarif",58.25,29.5,94.1
2009,81,"081","Seefeld",1,"01","Verheiratetentarif",112.2,64.3,180
2009,81,"081","Seefeld",2,"02","Einelternfamilientarif",66.8,37.6,101
2009,82,"082","Mühlebach",0,"00","Grundtarif",54.4,24.15,87.95
2009,82,"082","Mühlebach",1,"01","Verheiratetentarif",112,68.5,169
2009,82,"082","Mühlebach",2,"02","Einelternfamilientarif",51.5,28.2,86.1
2009,83,"083","Weinegg",0,"00","Grundtarif",47.3,19.4,75.4
2009,83,"083","Weinegg",1,"01","Verheiratetentarif",101.2,67.1,165
2009,83,"083","Weinegg",2,"02","Einelternfamilientarif",55.2,33,88.1
2009,91,"091","Albisrieden",0,"00","Grundtarif",41.9,22.6,62.5
2009,91,"091","Albisrieden",1,"01","Verheiratetentarif",73.75,51,104.1
2009,91,"091","Albisrieden",2,"02","Einelternfamilientarif",44.3,27.1,66.55
2009,92,"092","Altstetten",0,"00","Grundtarif",40,20.1,58.9
2009,92,"092","Altstetten",1,"01","Verheiratetentarif",64.8,44.7,89
2009,92,"092","Altstetten",2,"02","Einelternfamilientarif",35.8,19.5,52.9
2009,101,"101","Höngg",0,"00","Grundtarif",48.6,24.7,73.55
2009,101,"101","Höngg",1,"01","Verheiratetentarif",90.65,62.6,135.5
2009,101,"101","Höngg",2,"02","Einelternfamilientarif",49.55,29.8,73.5
2009,102,"102","Wipkingen",0,"00","Grundtarif",44.1,22.7,66.1
2009,102,"102","Wipkingen",1,"01","Verheiratetentarif",72.2,49.25,109.2
2009,102,"102","Wipkingen",2,"02","Einelternfamilientarif",46.7,27.3,68.1
2009,111,"111","Affoltern",0,"00","Grundtarif",38.8,19.7,57.7
2009,111,"111","Affoltern",1,"01","Verheiratetentarif",68.85,48.3,94.4
2009,111,"111","Affoltern",2,"02","Einelternfamilientarif",37.2,20,57.15
2009,115,"115","Oerlikon",0,"00","Grundtarif",45,21.3,68.9
2009,115,"115","Oerlikon",1,"01","Verheiratetentarif",78.3,49.5,117
2009,115,"115","Oerlikon",2,"02","Einelternfamilientarif",44.8,25.5,67.9
2009,119,"119","Seebach",0,"00","Grundtarif",37.4,18.2,58.8
2009,119,"119","Seebach",1,"01","Verheiratetentarif",65,42.7,90.5
2009,119,"119","Seebach",2,"02","Einelternfamilientarif",35.1,15.4,54.1
2009,121,"121","Saatlen",0,"00","Grundtarif",32.8,14.9,50.1
2009,121,"121","Saatlen",1,"01","Verheiratetentarif",59.95,40,81.65
2009,121,"121","Saatlen",2,"02","Einelternfamilientarif",31.45,17.6,46.7
2009,122,"122","Schwamendingen-Mitte",0,"00","Grundtarif",32.95,17.1,50.8
2009,122,"122","Schwamendingen-Mitte",1,"01","Verheiratetentarif",58.2,38.8,80.2
2009,122,"122","Schwamendingen-Mitte",2,"02","Einelternfamilientarif",26.95,5,43.5
2009,123,"123","Hirzenbach",0,"00","Grundtarif",30.7,14.7,45.95
2009,123,"123","Hirzenbach",1,"01","Verheiratetentarif",59.3,39.9,78.9
2009,123,"123","Hirzenbach",2,"02","Einelternfamilientarif",30,11.7,46.9
2010,11,"011","Rathaus",0,"00","Grundtarif",49.05,21.2,85
2010,11,"011","Rathaus",1,"01","Verheiratetentarif",122.4,73.1,183.6
2010,11,"011","Rathaus",2,"02","Einelternfamilientarif",52.7,29.7,96.6
2010,12,"012","Hochschulen",0,"00","Grundtarif",38.8,14.5,64.7
2010,12,"012","Hochschulen",1,"01","Verheiratetentarif",139.2,62.5,249.2
2010,12,"012","Hochschulen",2,"02","Einelternfamilientarif",,,
2010,13,"013","Lindenhof",0,"00","Grundtarif",58.1,23.45,111
2010,13,"013","Lindenhof",1,"01","Verheiratetentarif",124.7,84.9,198.85
2010,13,"013","Lindenhof",2,"02","Einelternfamilientarif",,,
2010,14,"014","City",0,"00","Grundtarif",35.2,3.9,87.7
2010,14,"014","City",1,"01","Verheiratetentarif",112,66.6,184.7
2010,14,"014","City",2,"02","Einelternfamilientarif",,,
2010,21,"021","Wollishofen",0,"00","Grundtarif",42.9,20,67.4
2010,21,"021","Wollishofen",1,"01","Verheiratetentarif",85.1,57.9,131.7
2010,21,"021","Wollishofen",2,"02","Einelternfamilientarif",42.3,25.2,66
2010,23,"023","Leimbach",0,"00","Grundtarif",37.1,20.1,57.6
2010,23,"023","Leimbach",1,"01","Verheiratetentarif",79.6,52.3,108.75
2010,23,"023","Leimbach",2,"02","Einelternfamilientarif",40.6,17.9,61.3
2010,24,"024","Enge",0,"00","Grundtarif",55.7,26.2,92.6
2010,24,"024","Enge",1,"01","Verheiratetentarif",116.7,67.3,194.7
2010,24,"024","Enge",2,"02","Einelternfamilientarif",54.55,32.1,90.45
2010,31,"031","Alt-Wiedikon",0,"00","Grundtarif",49.5,25.4,75
2010,31,"031","Alt-Wiedikon",1,"01","Verheiratetentarif",80.05,47.75,127.9
2010,31,"031","Alt-Wiedikon",2,"02","Einelternfamilientarif",50.3,28.75,82.4
2010,33,"033","Friesenberg",0,"00","Grundtarif",31.65,11.5,53.6
2010,33,"033","Friesenberg",1,"01","Verheiratetentarif",68.7,48.3,95.6
2010,33,"033","Friesenberg",2,"02","Einelternfamilientarif",39.1,23.5,54.3
2010,34,"034","Sihlfeld",0,"00","Grundtarif",40,20.3,61.2
2010,34,"034","Sihlfeld",1,"01","Verheiratetentarif",59.2,38.2,85
2010,34,"034","Sihlfeld",2,"02","Einelternfamilientarif",35.3,16.1,53.3
2010,41,"041","Werd",0,"00","Grundtarif",45,21.6,71.9
2010,41,"041","Werd",1,"01","Verheiratetentarif",68.4,38,120.6
2010,41,"041","Werd",2,"02","Einelternfamilientarif",44.7,30.8,86.7
2010,42,"042","Langstrasse",0,"00","Grundtarif",40,18,63.7
2010,42,"042","Langstrasse",1,"01","Verheiratetentarif",55.1,34.5,86.8
2010,42,"042","Langstrasse",2,"02","Einelternfamilientarif",39.95,19.2,63.3
2010,44,"044","Hard",0,"00","Grundtarif",33.1,17,51.8
2010,44,"044","Hard",1,"01","Verheiratetentarif",54.6,36,74.2
2010,44,"044","Hard",2,"02","Einelternfamilientarif",28.1,9.2,46
2010,51,"051","Gewerbeschule",0,"00","Grundtarif",42.2,20,66.1
2010,51,"051","Gewerbeschule",1,"01","Verheiratetentarif",61.8,40.8,87.35
2010,51,"051","Gewerbeschule",2,"02","Einelternfamilientarif",40,20,62.7
2010,52,"052","Escher Wyss",0,"00","Grundtarif",55.15,29.5,84
2010,52,"052","Escher Wyss",1,"01","Verheiratetentarif",89.1,54.7,140.4
2010,52,"052","Escher Wyss",2,"02","Einelternfamilientarif",57.4,32.7,84.6
2010,61,"061","Unterstrass",0,"00","Grundtarif",46.1,23.4,72.6
2010,61,"061","Unterstrass",1,"01","Verheiratetentarif",80.8,54.4,124.2
2010,61,"061","Unterstrass",2,"02","Einelternfamilientarif",44.2,27.4,68.4
2010,63,"063","Oberstrass",0,"00","Grundtarif",52,23.9,86.3
2010,63,"063","Oberstrass",1,"01","Verheiratetentarif",128,81.8,203.8
2010,63,"063","Oberstrass",2,"02","Einelternfamilientarif",67.6,44.9,122.4
2010,71,"071","Fluntern",0,"00","Grundtarif",55.2,18.5,99
2010,71,"071","Fluntern",1,"01","Verheiratetentarif",155,98.5,263.1
2010,71,"071","Fluntern",2,"02","Einelternfamilientarif",80,47.8,124.5
2010,72,"072","Hottingen",0,"00","Grundtarif",52.7,22.3,90.6
2010,72,"072","Hottingen",1,"01","Verheiratetentarif",140.7,80.2,237.2
2010,72,"072","Hottingen",2,"02","Einelternfamilientarif",72.9,42.2,116.9
2010,73,"073","Hirslanden",0,"00","Grundtarif",47.2,21.95,76.15
2010,73,"073","Hirslanden",1,"01","Verheiratetentarif",110.1,67.8,190.5
2010,73,"073","Hirslanden",2,"02","Einelternfamilientarif",55.4,34.4,82.4
2010,74,"074","Witikon",0,"00","Grundtarif",46.1,20.5,74.5
2010,74,"074","Witikon",1,"01","Verheiratetentarif",103.05,68.8,164.4
2010,74,"074","Witikon",2,"02","Einelternfamilientarif",62.2,35,97.7
2010,81,"081","Seefeld",0,"00","Grundtarif",60.6,30.8,99.8
2010,81,"081","Seefeld",1,"01","Verheiratetentarif",113.9,71.2,190.3
2010,81,"081","Seefeld",2,"02","Einelternfamilientarif",66.2,41,98.5
2010,82,"082","Mühlebach",0,"00","Grundtarif",54.2,24.8,89.8
2010,82,"082","Mühlebach",1,"01","Verheiratetentarif",113.1,68.5,183.3
2010,82,"082","Mühlebach",2,"02","Einelternfamilientarif",53.15,29.1,88.1
2010,83,"083","Weinegg",0,"00","Grundtarif",46.4,18.5,75.5
2010,83,"083","Weinegg",1,"01","Verheiratetentarif",104,67.4,173.3
2010,83,"083","Weinegg",2,"02","Einelternfamilientarif",58.2,37.2,85.1
2010,91,"091","Albisrieden",0,"00","Grundtarif",42.6,22.6,62.8
2010,91,"091","Albisrieden",1,"01","Verheiratetentarif",74,50.9,105.05
2010,91,"091","Albisrieden",2,"02","Einelternfamilientarif",48.5,29.4,71.3
2010,92,"092","Altstetten",0,"00","Grundtarif",39.9,20,59
2010,92,"092","Altstetten",1,"01","Verheiratetentarif",65.1,44.7,89.6
2010,92,"092","Altstetten",2,"02","Einelternfamilientarif",35.1,15.5,52.4
2010,101,"101","Höngg",0,"00","Grundtarif",48.8,24.9,74
2010,101,"101","Höngg",1,"01","Verheiratetentarif",91.8,62.9,136.4
2010,101,"101","Höngg",2,"02","Einelternfamilientarif",50.4,30.3,76.5
2010,102,"102","Wipkingen",0,"00","Grundtarif",44.2,22.55,66.4
2010,102,"102","Wipkingen",1,"01","Verheiratetentarif",72.5,49,108
2010,102,"102","Wipkingen",2,"02","Einelternfamilientarif",45.5,26.4,69.9
2010,111,"111","Affoltern",0,"00","Grundtarif",38.4,19,58.2
2010,111,"111","Affoltern",1,"01","Verheiratetentarif",70.4,48.7,96.4
2010,111,"111","Affoltern",2,"02","Einelternfamilientarif",35.95,19.25,56.25
2010,115,"115","Oerlikon",0,"00","Grundtarif",45.4,21.8,69.6
2010,115,"115","Oerlikon",1,"01","Verheiratetentarif",80.8,51.1,121.4
2010,115,"115","Oerlikon",2,"02","Einelternfamilientarif",46.05,27.1,70.2
2010,119,"119","Seebach",0,"00","Grundtarif",38.6,18.4,59.5
2010,119,"119","Seebach",1,"01","Verheiratetentarif",65.7,43.7,92.7
2010,119,"119","Seebach",2,"02","Einelternfamilientarif",34.7,15.7,52.6
2010,121,"121","Saatlen",0,"00","Grundtarif",31.85,15,51.1
2010,121,"121","Saatlen",1,"01","Verheiratetentarif",62.15,41.45,83.75
2010,121,"121","Saatlen",2,"02","Einelternfamilientarif",31.2,17.1,47.1
2010,122,"122","Schwamendingen-Mitte",0,"00","Grundtarif",33.4,17.3,51.4
2010,122,"122","Schwamendingen-Mitte",1,"01","Verheiratetentarif",57.9,38.55,80.15
2010,122,"122","Schwamendingen-Mitte",2,"02","Einelternfamilientarif",28.2,5.5,45
2010,123,"123","Hirzenbach",0,"00","Grundtarif",30,13.5,45.6
2010,123,"123","Hirzenbach",1,"01","Verheiratetentarif",59.35,39.8,78.8
2010,123,"123","Hirzenbach",2,"02","Einelternfamilientarif",30,9.7,45
2011,11,"011","Rathaus",0,"00","Grundtarif",49.95,21.4,87.1
2011,11,"011","Rathaus",1,"01","Verheiratetentarif",122.1,70.1,202.3
2011,11,"011","Rathaus",2,"02","Einelternfamilientarif",53.2,28.1,95.8
2011,12,"012","Hochschulen",0,"00","Grundtarif",42.35,12.9,72.3
2011,12,"012","Hochschulen",1,"01","Verheiratetentarif",129.4,60.4,227.25
2011,12,"012","Hochschulen",2,"02","Einelternfamilientarif",,,
2011,13,"013","Lindenhof",0,"00","Grundtarif",56.2,22.2,99.75
2011,13,"013","Lindenhof",1,"01","Verheiratetentarif",123.5,81,199.6
2011,13,"013","Lindenhof",2,"02","Einelternfamilientarif",,,
2011,14,"014","City",0,"00","Grundtarif",33.5,6.7,88.55
2011,14,"014","City",1,"01","Verheiratetentarif",100.85,54.9,143.45
2011,14,"014","City",2,"02","Einelternfamilientarif",,,
2011,21,"021","Wollishofen",0,"00","Grundtarif",42.5,20,66.8
2011,21,"021","Wollishofen",1,"01","Verheiratetentarif",85.15,56.1,133
2011,21,"021","Wollishofen",2,"02","Einelternfamilientarif",44.9,27.2,68.3
2011,23,"023","Leimbach",0,"00","Grundtarif",37.2,19.8,58.8
2011,23,"023","Leimbach",1,"01","Verheiratetentarif",77.7,53.7,109.5
2011,23,"023","Leimbach",2,"02","Einelternfamilientarif",40.1,18.5,61.9
2011,24,"024","Enge",0,"00","Grundtarif",55.8,25.8,93.1
2011,24,"024","Enge",1,"01","Verheiratetentarif",118.3,71.8,199.2
2011,24,"024","Enge",2,"02","Einelternfamilientarif",58.7,31,101.9
2011,31,"031","Alt-Wiedikon",0,"00","Grundtarif",49.8,25.5,76.5
2011,31,"031","Alt-Wiedikon",1,"01","Verheiratetentarif",82.2,48.8,136.6
2011,31,"031","Alt-Wiedikon",2,"02","Einelternfamilientarif",48.7,25.4,75.7
2011,33,"033","Friesenberg",0,"00","Grundtarif",33.25,10.95,54.5
2011,33,"033","Friesenberg",1,"01","Verheiratetentarif",69.6,48.8,98.5
2011,33,"033","Friesenberg",2,"02","Einelternfamilientarif",38.6,21,55.1
2011,34,"034","Sihlfeld",0,"00","Grundtarif",41.3,21.2,62.9
2011,34,"034","Sihlfeld",1,"01","Verheiratetentarif",60.25,37.5,87.5
2011,34,"034","Sihlfeld",2,"02","Einelternfamilientarif",35.9,18.2,53.3
2011,41,"041","Werd",0,"00","Grundtarif",45,23.15,76.05
2011,41,"041","Werd",1,"01","Verheiratetentarif",70.3,40,118.5
2011,41,"041","Werd",2,"02","Einelternfamilientarif",53.35,28.1,86.7
2011,42,"042","Langstrasse",0,"00","Grundtarif",39.8,17.7,64.1
2011,42,"042","Langstrasse",1,"01","Verheiratetentarif",57.1,35.4,93.2
2011,42,"042","Langstrasse",2,"02","Einelternfamilientarif",38.7,11.9,67.1
2011,44,"044","Hard",0,"00","Grundtarif",33.8,17,52.8
2011,44,"044","Hard",1,"01","Verheiratetentarif",54.45,36.9,75
